"","Aethomys namaquensis","Amblysomus hottentotus","Antrozous pallidus","Aonyx cinereus","Artibeus jamaicensis","Atelerix albiventris","Balaena mysticetus","Balaenoptera musculus","Bathyergus janetta","Bathyergus suillus","Bos taurus","Carollia perspicillata","Castor canadensis","Cavia porcellus","Cephalorhynchus commersonii","Cephalorhynchus hectori hectori","Cephalorhynchus hectori maui","Cheirogaleus medius","Chinchilla lanigera","Choloepus didactylus","Condylura cristata","Cricetomys gambianus","Cricetulus griseus","Cryptomys damarensis","Cryptomys hottentotus","Cuniculus paca","Cynopterus brachyotis","Daubentonia madagascariensis","Delphinapterus leucas","Delphinus delphis","Desmodus rotundus","Didelphis marsupialis","Echinops telfairi","Eidolon helvum","Elephantulus edwardii","Elephantulus myurus","Ellobius talpinus","Enhydra lutris","Eptesicus fuscus","Equus caballus","Equus quagga","Erethizon dorsatus","Eulemur albifrons","Eulemur collaris","Eulemur coronatus","Eulemur flavifrons","Eulemur fulvus","Eulemur macaco","Eulemur mongoz","Eulemur rubriventer","Eulemur sanfordi","Eumetopias jubatus","Galago moholi","Georychus capensis","Globicephala macrorhynchus","Hapalemur griseus","Heterocephalus glaber","Hipposideros ruber","Homo sapiens","Hydrochoerus hydrochaeris","Lagenorhynchus obliquidens","Lemur catta","Leptonycteris yerbabuenae","Loris tardigradus","Macaca mulatta","Macroscelides proboscideus","Marmota monax","Megaptera novaeangliae","Meriones unguiculatus","Mesocricetus auratus","Microtus guentheri","Microtus pennsylvanicus","Mirza zaza","Molossus molossus","Mus minutoides","Mus musculus","Myocastor coypus","Myotis lucifugus","Myotis myotis","Myotis vivesi","Neophoca cinerea","Neotoma cinerea","Nyctalus noctula","Nycticebus coucang","Nycticebus pygmaeus","Odobenus rosmarus divergens","Ondatra zibethicus","Orcinus orca","Oreamnos americanus","Otolemur crassicaudatus","Pagophilus groenlandicus","Parascalops breweri","Peromyscus maniculatus","Phoca vitulina","Phocoena phocoena","Phyllostomus discolor","Phyllostomus hastatus","Physeter macrocephalus","Propithecus coquereli","Propithecus diadema","Pteropus giganteus","Pteropus hypomelanus","Pteropus poliocephalus","Pteropus pumilus","Pteropus rodricensis","Pteropus vampyrus","Rattus norvegicus","Rattus norvegicus domestica","Rattus rattus","Rhabdomys pumilio","Rhinolophus alcyone","Rhinolophus ferrumequinum","Rhynchonycteris naso","Rousettus aegyptiacus","Saccopteryx bilineata","Scalopus aquaticus","Sciurus carolinensis","Sciurus niger","Smutsia temminckii","Spalax galili","Steno bredanensis","Suncus varilla","Sylvilagus floridanus","Tachyglossus aculeatus","Tadarida brasiliensis","Tamias striatus","Tamiasciurus hudsonicus","Trichechus manatus","Tursiops aduncus","Tursiops truncatus","Varecia rubra","Varecia variegata","Zalophus californianus"
"Daubentonia madagascariensis",0.812660805796993,0.818689116717744,0.766463060687523,0.827164273736928,0.781889198188697,0.760728973153627,0.732461199889361,0.792251594448444,0.817662446532545,0.840452820910247,0.861574395652807,0.791714864414933,0.80168744889584,0.811236722931122,0.75858810523936,0.830310644352471,0.78116103866413,0.898638114131961,0.822294296014783,0.830449428031261,0.821332183249557,0.802333387535327,0.83053776339471,0.837880260345721,0.850184579825551,0.837442801700217,0.788560489246055,1,0.740973687100239,0.777351175165773,0.792474975175928,0.785046567143752,0.808703595868415,0.831491934420087,0.831903182566234,0.715364277100838,0.810969638297343,0.817262881374529,0.798037665303487,0.871263753319459,0.869781076813048,0.794217173648699,0.888992972719233,0.900670529669823,0.881431207517476,0.896666105410658,0.880798786307469,0.882122235844798,0.855904695558026,0.910523553431314,0.870107569660695,0.840466338477125,0.831642694989356,0.841443152698004,0.818414565481257,0.869185534723433,0.802582957692004,0.837033034916357,0.88561492601987,0.803162322364915,0.767764702799888,0.884180371516701,0.783609115125172,0.827153748333193,0.86745593172882,0.784061283068626,0.863603459247337,0.77228145080512,0.809421013309905,0.829837505047118,0.832801168878196,0.832085885501296,0.851550473718192,0.814194475563677,0.826543523752007,0.844513595045252,0.779767251282555,0.808521912786779,0.75364835911403,0.778709424651055,0.839679853570153,0.822376234706732,0.784835875743721,0.86350927074752,0.842810256421338,0.842836576233061,0.814374674118525,0.763302291876782,0.85958544318871,0.874047170430216,0.857940839397948,0.850258785311342,0.834044480289684,0.850796311399547,0.737157082050918,0.821694116140767,0.804560911945616,0.762233631412835,0.900065471050877,0.901362871762716,0.813996403532702,0.822316948269068,0.815043671411085,0.814463095702468,0.805295099833969,0.820293518204682,0.803746326202385,0.795474108298239,0.85413770349216,0.814564116674769,0.80250922082881,0.835864333567334,0.765381581587802,0.826911538576466,0.774265455795949,0.8462599143326,0.870901068395084,0.859180722335181,0.837155796581539,0.836629527606493,0.766737706925539,0.702530821164554,0.809914863600474,0.690544666364148,0.809170666054103,0.861928459697165,0.851935289776846,0.772278774814286,0.791370498684574,0.777626695235017,0.897067823084135,0.877107754968671,0.871370377946717
"Delphinapterus leucas",0.779815675839843,0.747062765464311,0.769163216853341,0.81770276310377,0.782230080126819,0.671421428076637,0.906753350280439,0.889996820644557,0.75628324988979,0.705662469602815,0.825466759224372,0.794157723482092,0.781309703056478,0.768515324695886,0.920892361829088,0.895184225275871,0.925254940621103,0.791652809579208,0.784076777483158,0.686411985729132,0.804666087080154,0.787728089662677,0.768268158911744,0.705953569407156,0.725628757795329,0.779393004874458,0.79990366076888,0.740973687100239,1,0.931970993669051,0.798001627858587,0.718861995502863,0.714568039131103,0.808899224536369,0.735330195240452,0.645851982790762,0.782005356415231,0.81235234499624,0.79072739529748,0.775666498612703,0.80290682462734,0.779272209778914,0.804389846138994,0.803133457902167,0.805135270199313,0.807756535187526,0.808193189820315,0.810435002045301,0.800606596478791,0.780014523044654,0.80435107435076,0.803517123609175,0.780547491149787,0.72849240598567,0.918703036058275,0.810644296047063,0.758118022533686,0.82087356606549,0.827493677294898,0.744354613321279,0.932172175765189,0.795939019939994,0.792292102504236,0.774850306612504,0.838049901782114,0.736962688977804,0.791802075896405,0.903361475658363,0.769706759883558,0.774007600519064,0.788945559809929,0.785758818631686,0.796888699117081,0.805071316520165,0.747306919374477,0.795748100239902,0.75747831217249,0.800489072458385,0.775057998432938,0.783266729526121,0.801273679936009,0.7860941231811,0.764648136380677,0.724277643962997,0.771582144077962,0.818954873957241,0.786088926415859,0.939474421136078,0.814731593917177,0.769131330654498,0.810524067879094,0.789044645475906,0.785777928544897,0.82180380280144,0.925629137216798,0.7785044168538,0.785958731804166,0.89131275869991,0.805739191179464,0.801834867110445,0.812989693408609,0.81517489184124,0.815823895619426,0.81772306641442,0.813591214252177,0.816028473010428,0.795533417140325,0.78187786516655,0.754200617348049,0.776804383692046,0.799323057172153,0.820045979132109,0.769816885115751,0.808095452386385,0.774412533112689,0.786945329988415,0.804769196864533,0.809427234142254,0.787987364460628,0.779831041263011,0.921918336851987,0.721416947996156,0.758814319114623,0.645507681780777,0.813704472586786,0.800333110881807,0.806775070295057,0.779213810494947,0.930743101766285,0.930077893147436,0.799725031944671,0.799270429696656,0.785799099542362
"Delphinus delphis",0.801226284405733,0.774979160457587,0.786005748141876,0.84186857843136,0.804785171773641,0.700416950883308,0.909309517694006,0.918474351621945,0.784037418013567,0.744397188132413,0.854855990435476,0.814206508280914,0.800171770303811,0.791431320702138,0.957323683726377,0.93102110664794,0.961192067865351,0.823873748885826,0.81073690921246,0.721551033318441,0.826229537828669,0.809820455146436,0.796557386322383,0.743806456806749,0.760992316366419,0.808154714564721,0.826062422643568,0.777351175165773,0.931970993669051,1,0.819348416993913,0.748450174110218,0.742652603842209,0.837973489105008,0.761362580013819,0.667919587978178,0.802817023205547,0.837439160933129,0.813746723382535,0.809027434810539,0.832382849734173,0.800384766930241,0.833018519015844,0.83396178938017,0.832625478021197,0.835490283692649,0.835049065580923,0.835600690292704,0.827811080814932,0.816550282231358,0.830167881550261,0.834014922610071,0.808459550367046,0.763066563257822,0.962721056866488,0.83711225917665,0.787085383177163,0.84423584586075,0.85756736223649,0.773968360653675,0.966464021560409,0.827405085441455,0.812960287148863,0.798711640829784,0.862031458932321,0.755371607714173,0.824063873358835,0.919345986186516,0.795850133129638,0.797182020250349,0.814303705634666,0.812101785336621,0.821188374643509,0.827441254640171,0.776588781289226,0.824381459258509,0.772898011890055,0.825483007067653,0.78711711886031,0.803895700356749,0.8314913390301,0.807772835559083,0.784053218578258,0.754388803370918,0.797406314286787,0.847504487016867,0.808623563511204,0.967161302141637,0.84427948455605,0.798843500275659,0.840875666415152,0.8195831719,0.812307954442118,0.852864168205845,0.921431971632712,0.807793280047882,0.810771837829578,0.901089899322408,0.834658463425759,0.833193281339079,0.839146900243444,0.840688841957931,0.842286262212233,0.842724329951587,0.837709871078669,0.841760997016065,0.820341581471038,0.802618698962927,0.791908755002443,0.8017947662309,0.819832145802787,0.842340166494883,0.788456057957785,0.834915035374899,0.792769098799587,0.818644159895646,0.833228399006835,0.836808070198642,0.810459354985106,0.804682297911576,0.960881095137973,0.732698060236453,0.78388920704053,0.665180527001487,0.834913502385448,0.830157137260752,0.830906735326212,0.79286599770215,0.986158815518937,0.995270658339527,0.833714897842567,0.829025566377393,0.823033106264388
"Desmodus rotundus",0.804246803538174,0.792317528180061,0.832039303903226,0.831608559504144,0.90856330419862,0.71694663274498,0.798479989330965,0.819710158592032,0.794972115550297,0.763413451698271,0.835869950013995,0.929836796411368,0.798013621310774,0.791294217262805,0.80296485175995,0.830273735192305,0.817071517089764,0.824929346286667,0.821024745637696,0.744283277145931,0.828270387922156,0.811177354120014,0.810546549472127,0.7690238429398,0.77941191463691,0.814157053548813,0.836111487793271,0.792474975175928,0.798001627858587,0.819348416993913,0.999999999999991,0.764408030368857,0.762338677489346,0.8573861267446,0.789745572658824,0.689534464999706,0.815314164560959,0.825429271955152,0.858279869013901,0.815958917313641,0.837624535316099,0.798195851027475,0.827740451863543,0.828896794949531,0.825474788462528,0.8326138406924,0.82683977723169,0.828768765386838,0.811171203493393,0.813559879832666,0.819083611497096,0.818211210891457,0.810632123562362,0.785190568771232,0.835602645177353,0.828439829778676,0.78276507252122,0.861026065893259,0.853110490283048,0.77279007914098,0.818229363939405,0.828391693729239,0.92812047419657,0.796857946322099,0.848315054491252,0.763469224103591,0.833690861317664,0.810756966130249,0.802948623735766,0.8116466216638,0.824962505555864,0.820922437666196,0.820170830213839,0.865558515638786,0.789704592536242,0.827119229547926,0.783091686246994,0.868120721422916,0.834359862153571,0.846192591073585,0.81527659420516,0.818559104546298,0.830936529213743,0.772217982123631,0.800530851060309,0.82770981825493,0.815150086640304,0.811610567933863,0.832954003299248,0.807252614566846,0.833641635381624,0.83185432655356,0.823353832035295,0.834263203805163,0.784354725917004,0.917676672533618,0.923612603570519,0.793887501015957,0.836631239201427,0.835182042222177,0.850084295154179,0.858270516922625,0.852034021211695,0.855273659636044,0.848448888989506,0.855442651480289,0.816063341946532,0.806910198263002,0.804426849548739,0.803159128594434,0.831802538870684,0.869273935004333,0.846452217576015,0.849243589060026,0.845754346274,0.825256868395153,0.840403925588197,0.844414135198055,0.80126366412397,0.806283490523894,0.80747620036546,0.74518189790915,0.794253303309633,0.666811179981502,0.876298363392452,0.834591844021794,0.84236712366127,0.783185156642332,0.82673350377902,0.816648050355905,0.835449436357791,0.827046941212212,0.816708107495203
"Didelphis marsupialis",0.794798798777976,0.770252390821569,0.74878823043478,0.796278521210747,0.753299546697061,0.710934814251902,0.714325290994542,0.767307818036682,0.785122373601485,0.765349710158453,0.815311862532876,0.768501240960905,0.765897806732322,0.771337990165276,0.732510452747605,0.783061623719271,0.750320655475271,0.805370607556024,0.78884260539747,0.744481041690678,0.792032038064918,0.78117562834041,0.795331970938033,0.760118378835659,0.777620106240171,0.80275648916709,0.768428497303536,0.785046567143752,0.718861995502863,0.748450174110218,0.764408030368857,0.999999999999957,0.746925740058472,0.799873269419538,0.783984917738331,0.682060211238596,0.788993986311811,0.789870440303507,0.775637305494678,0.799589291146192,0.815431391572487,0.760007469787182,0.799468708435234,0.80657445088416,0.798797635910804,0.805005922311539,0.796177631167314,0.794936870534758,0.774220470510065,0.802722396631117,0.786154039467235,0.793297800394589,0.783291200326266,0.777537846886155,0.779081533361087,0.7961313585837,0.765326683795329,0.80071163445692,0.824519646795926,0.761489965753596,0.74294000390639,0.808969030899575,0.774730076364857,0.771100071633112,0.818767211585667,0.753189859209018,0.819279660986147,0.750049578845973,0.780527158965151,0.80126963824046,0.806653094290576,0.806266769557883,0.784859605269652,0.788127349945634,0.791654720724248,0.819196442716528,0.749767589861754,0.78301487128016,0.740261696224845,0.760139338683308,0.789780446755482,0.798555489352044,0.765477597097461,0.761874129401739,0.779699413130786,0.799671283547746,0.796689952097571,0.734807451886422,0.814002243865654,0.797533745477058,0.80444890954703,0.808790396253513,0.805565805915705,0.807045503766314,0.714962442607987,0.783449558152493,0.77318795918315,0.731624060040837,0.810276863655036,0.804237367029612,0.784471103819012,0.792179359325276,0.786134862401912,0.788252423109861,0.783371985407565,0.790443821958919,0.788838870273476,0.785901472469895,0.809927669786122,0.793750148269106,0.774121105791905,0.806637679882574,0.744451814676724,0.79421506303008,0.751320477377793,0.809326584129758,0.819502505334875,0.816118651131623,0.785258713890695,0.793098783928893,0.740518513172,0.701631678254723,0.766382971074692,0.722127486585861,0.786430789857909,0.817816602514945,0.811084929198089,0.742375303024128,0.759163961718175,0.746274649049372,0.821585294557148,0.805017380502388,0.803847348768287
"Echinops telfairi",0.778453477765314,0.818363472005441,0.746956571687391,0.795662869534714,0.757582939389703,0.734204075646393,0.70924054953574,0.758923101160488,0.789240360342858,0.799640732789678,0.811440441739872,0.765794155750775,0.754082770622557,0.78610094503242,0.729982572112444,0.789609698157759,0.745807827618831,0.808423434105238,0.786309597342976,0.782661213480144,0.789877036315938,0.771262163842543,0.777323379294554,0.792977302137723,0.811774220065533,0.802348737237446,0.75781921930069,0.808703595868415,0.714568039131103,0.742652603842209,0.762338677489346,0.746925740058472,0.999999999999995,0.781908372477251,0.815082214554377,0.697015456143453,0.774653095870803,0.786494593606248,0.770137744387281,0.804870693147976,0.813449763798461,0.773654862380134,0.804021655885994,0.810724606300556,0.800404896074412,0.805383065546644,0.797913856939112,0.795837039900836,0.773308982762548,0.810296821684426,0.789850876236293,0.789298708265258,0.778481228673138,0.807201142194755,0.779547047058601,0.792048723639137,0.761055210424755,0.79263984213732,0.818160038789028,0.776651340108649,0.740122353405886,0.807958760393727,0.76168466042347,0.769245782984695,0.814407680402575,0.764557236459462,0.798870753601761,0.738216334529967,0.773850723042999,0.786123990092282,0.793858166921874,0.792483836594073,0.777311188250744,0.78669029840852,0.799001233485315,0.803243902691466,0.757963592665611,0.779947294266746,0.745743644319188,0.747428748280969,0.785808793802308,0.785085044123067,0.765979303732536,0.802338939989119,0.778610278973301,0.796932916585838,0.776290058180107,0.732642113872479,0.811826329762225,0.80425290815709,0.811919576857757,0.808632951605063,0.795101670026308,0.80338297650957,0.707377788389634,0.78766572466583,0.768778819193455,0.732022221734837,0.804874176949806,0.807387534087014,0.7711404319236,0.781020788090513,0.773794826570906,0.777189626964135,0.767894757761541,0.777264716651778,0.774231683484792,0.770596052133426,0.800904685204297,0.773753991245611,0.773456053698324,0.805290845961802,0.739394825007064,0.781728542372497,0.752361500759683,0.795894473251975,0.810879886183843,0.799672050465834,0.783710862167816,0.789451825904697,0.726879109370919,0.696930120159704,0.768902667537241,0.675489256714312,0.777903998340457,0.804911162467477,0.79948198122113,0.753316713849235,0.75809082430378,0.743408224354462,0.801916118109242,0.794548995296073,0.808712865101289
"Eidolon helvum",0.832930587871573,0.817904997320836,0.833148398782886,0.851051824924658,0.842312604321818,0.74354769947432,0.803081974070289,0.839568055245487,0.821471373609402,0.791408618070007,0.868659237197696,0.862307651141973,0.812651816731485,0.819209737102557,0.818172305115605,0.855139710467596,0.835635245386498,0.854019915264911,0.840764565755262,0.776084541900403,0.856136234553085,0.831180858111258,0.837447673822857,0.7915922668375,0.808215049714296,0.842933317152969,0.92880965668311,0.831491934420087,0.808899224536369,0.837973489105008,0.8573861267446,0.799873269419538,0.781908372477251,0.999999999999999,0.818683439422113,0.718865920468714,0.835762014489682,0.84692261350416,0.860099774851741,0.851592655407798,0.866284449304775,0.818354343587921,0.851606112168897,0.854726721953721,0.846372893681433,0.856578499111282,0.847668990582221,0.849706114671057,0.833862524525612,0.847668581518605,0.839484872270444,0.842832146404636,0.829442495951325,0.811860908702018,0.857033182684895,0.846665724038827,0.806866692717284,0.888285934462718,0.88600523495518,0.805094526023214,0.833345094427858,0.852568358589463,0.856088055644591,0.818260602130586,0.878571063846262,0.786889445929399,0.866224317173302,0.828057739317544,0.827514039505332,0.837979719195239,0.848554670494961,0.84470217005301,0.836563685790834,0.866349724498499,0.821685936419348,0.858371069058068,0.798336026291666,0.862778044927508,0.829429938174257,0.846137960767827,0.838622531898337,0.841543079304093,0.833605890589533,0.797206530238735,0.826528969921132,0.855276768863564,0.839572328001698,0.827662356339824,0.864278876988805,0.834156920897453,0.864663719404862,0.863924214727702,0.847771259055028,0.867224856268663,0.796896082796647,0.856245832367081,0.859725122093254,0.812642640540067,0.861932832571759,0.858729458270709,0.950958229385305,0.955672570087658,0.951387150892996,0.953397010141633,0.94843142304068,0.954387911083786,0.834842857822648,0.825195843345902,0.84094682651718,0.831852660008516,0.856628808447951,0.896735398654863,0.830951587599673,0.950040740390913,0.837053548180832,0.860860443986907,0.873692376770231,0.874762126787751,0.829955743878729,0.840669013166331,0.821752020486019,0.746372984085267,0.812194711712622,0.692896018997275,0.878739065508534,0.865949812670967,0.86789165095796,0.80818691438613,0.843708816767352,0.836455787348716,0.870656655962568,0.851401947705779,0.849549299485622
"Elephantulus edwardii",0.830263288499807,0.844580358738545,0.77307314772489,0.817656320783838,0.780804433092802,0.762736717279403,0.728852987821837,0.773902330989892,0.823672981668813,0.81100145051219,0.849839899555781,0.794297925143822,0.792231413589873,0.801156705320856,0.741315886961509,0.8058550742911,0.76409131319047,0.829733957693533,0.812118438759017,0.788062391588541,0.818237777994521,0.802941524116576,0.823254560651641,0.812540114952805,0.823537567755158,0.824611877871074,0.786964558276434,0.831903182566234,0.735330195240452,0.761362580013819,0.789745572658824,0.783984917738331,0.815082214554377,0.818683439422113,0.999999999999988,0.822945456904832,0.811667153203475,0.817956477655161,0.799153014612734,0.834890259287226,0.838305509196338,0.780845937158689,0.821249889608455,0.830935830614752,0.819762541622707,0.826477154647269,0.816480981906214,0.815879947633578,0.795459941888704,0.830519408596477,0.80478124813526,0.806657256023114,0.808361698475092,0.824363960400003,0.799470412281501,0.81458791579822,0.783018987522705,0.829481353680227,0.850156998019,0.787486006440752,0.760414157743954,0.838144649443687,0.7975353230342,0.79517820330728,0.843959877046345,0.87477321856855,0.848029142179429,0.759928840041083,0.807408927229847,0.823836845430866,0.833337626067199,0.832856940547634,0.800816556651311,0.812777519304087,0.835045033120302,0.839643729536404,0.77531061679252,0.808894691288457,0.773022178958883,0.784564806213408,0.801637182692538,0.822246826079477,0.79026542326663,0.80577404003604,0.808067003199656,0.817575952135015,0.814434238063437,0.749190540584572,0.843227070131877,0.828340342309972,0.83480723840676,0.846451574227809,0.829183787904872,0.830655559751821,0.721055322813781,0.819995043003006,0.805131005263759,0.747582214678611,0.835197213497279,0.835456029624772,0.799564524119203,0.809431279825236,0.802209401659736,0.804913069787739,0.797006852405839,0.805348219028231,0.808002396202746,0.810705620389286,0.842736862276238,0.824398284387879,0.796860345090003,0.8343827395002,0.785380175461857,0.818896144056005,0.794932480429796,0.836127375386694,0.849767291462461,0.8413861281686,0.809050035722991,0.824922776003603,0.747802194217915,0.74842191970827,0.797975302891089,0.677945132377129,0.810061018650698,0.848987957313698,0.839207421541732,0.767404199442318,0.775334706009143,0.760638259821484,0.845109025252071,0.825464328386203,0.830262698468153
"Elephantulus myurus",0.721128994789908,0.726327604607298,0.67094446080843,0.698572922948275,0.692977649520977,0.67426881405694,0.635044286566582,0.687893051041455,0.700180266474908,0.691832308520989,0.74497632386631,0.698880681689829,0.656317323926122,0.670593587143239,0.654214227559435,0.704381229331942,0.67188363603436,0.709431112689274,0.68336181492502,0.669316851108788,0.683628226706032,0.682556336745905,0.719043906935106,0.684514925948495,0.712344965945228,0.706545444551237,0.690906672607059,0.715364277100838,0.645851982790762,0.667919587978178,0.689534464999706,0.682060211238596,0.697015456143453,0.718865920468714,0.822945456904832,0.999999999999985,0.694558863212469,0.702568544738999,0.696937329060613,0.728463072926197,0.71961678972003,0.66060477187291,0.700126939097676,0.709817505273273,0.699069685150952,0.713344293160859,0.68886180196256,0.702783596845042,0.689761224028831,0.716354905508153,0.682828819002735,0.696990278726804,0.673054630159168,0.712104208062472,0.700848418349614,0.683778817209729,0.673937880115922,0.723889490682054,0.750964290305503,0.689624844883409,0.67213892707959,0.692785009613004,0.711704997370297,0.677093343876421,0.720535326703519,0.777951800948397,0.730023728287914,0.671551466249452,0.690302845330552,0.708897969290393,0.710667098434567,0.718716331515861,0.677487783336198,0.699345653155191,0.700864059642544,0.724241094889373,0.64101958410988,0.692296609515465,0.706864930821626,0.670630932839947,0.695337445345795,0.690218065304381,0.675429419329674,0.674794044622227,0.692809760269034,0.718619595267824,0.683949955509343,0.665277142757923,0.743947630338679,0.70576767392338,0.724859740637974,0.720703991431288,0.706060143671962,0.729630177113013,0.628889682422045,0.721768490746692,0.721621978511072,0.664197348126103,0.715022259784738,0.71071773551977,0.705574258855666,0.706255076226832,0.70628791894007,0.707949384447884,0.696971516927414,0.701828163735835,0.695173083469158,0.6640263871785,0.728690411334721,0.717024126691852,0.676410592104975,0.728752326645953,0.696628715439941,0.717684504756198,0.698093386534646,0.737706854073387,0.7336683489532,0.731366346916558,0.687010461516288,0.700676972558167,0.656272534775963,0.601588306448307,0.644194617061287,0.571762556671156,0.70322769044322,0.720045711901848,0.72875133940354,0.666120513770045,0.675353725175738,0.672498694709487,0.742984799450462,0.686138228751434,0.727211843351165
"Ellobius talpinus",0.875816800946997,0.80821251451949,0.795977909258502,0.848028354206164,0.808548041656533,0.736566433100098,0.778926144863699,0.8051781014352,0.826846227267576,0.787543385966407,0.85618226981541,0.818033707263677,0.828782884803668,0.82449612142044,0.786246646502135,0.825836358475261,0.80399580325498,0.842900364216458,0.847060946694343,0.759199026441039,0.835254381810264,0.876819853788892,0.883003925070793,0.789890982162455,0.805681122787471,0.839675401132066,0.815849956972824,0.810969638297343,0.782005356415231,0.802817023205547,0.815314164560959,0.788993986311811,0.774653095870803,0.835762014489682,0.811667153203475,0.694558863212469,1,0.842999075358287,0.821403184128499,0.825208913547191,0.849733695490114,0.815348053008034,0.84825699834979,0.849334027366449,0.84665862379674,0.849655648094421,0.847286901440409,0.846454014443281,0.831447691292221,0.835991011211523,0.842258231718821,0.83659872388257,0.835944978650629,0.80736664281787,0.827029621207191,0.848811742753751,0.802103482195319,0.848875156245189,0.863208826006015,0.798765862516304,0.800093392020688,0.848937484815477,0.816156993814368,0.813731410693922,0.870362138529288,0.780042026692769,0.862523282034135,0.800237144369878,0.864253947119322,0.881235477579122,0.93591998871575,0.934514305883916,0.828971889254719,0.832725183570114,0.85863698612587,0.895940322765476,0.815399276521341,0.828843334804611,0.78576835481581,0.807445674232528,0.828011261801523,0.897295119296746,0.801815368731121,0.784319316688842,0.819341975041811,0.837099095571132,0.924412565113565,0.792961537649358,0.851621584748273,0.828127797188014,0.841750682478169,0.851800973405218,0.90286386178379,0.84597057099681,0.768703379475442,0.823890973677968,0.81936834068542,0.782363233332679,0.847953223579764,0.847786477327343,0.825233481395211,0.83310718812628,0.827125967752995,0.830226141743142,0.824621565398386,0.833168329208026,0.872705617878888,0.87908594399794,0.869503754326122,0.871949624527265,0.821710561611481,0.847247434145036,0.790915770405391,0.832390402069415,0.799789453022489,0.83941657565469,0.863449010611558,0.860983378645335,0.824142774564458,0.853811571681626,0.787393223259431,0.767698405563805,0.819651513438007,0.684544241625218,0.833615537050087,0.86314164522986,0.855695414643856,0.792960415710257,0.813987135634376,0.800255287643895,0.853031469102755,0.851417387586764,0.833746846827507
"Enhydra lutris",0.850022215743494,0.830622152000353,0.805626921142725,0.959371076404347,0.817959545033308,0.748686888128456,0.811066208384621,0.834070640040023,0.836285592100975,0.789533270024012,0.880647054408686,0.831414308915444,0.844476189183097,0.833255760604944,0.817474408223478,0.852381694697373,0.83164918217273,0.861187250778307,0.850423739713769,0.768684450994188,0.86830863238616,0.855772492402192,0.835885615395787,0.787135296477417,0.806360568716837,0.848245818611216,0.823688082582866,0.817262881374529,0.81235234499624,0.837439160933129,0.825429271955152,0.789870440303507,0.786494593606248,0.84692261350416,0.817956477655161,0.702568544738999,0.842999075358287,1,0.828691859159424,0.853148301502967,0.876436982686293,0.831973819622589,0.873978258879795,0.872394127496377,0.872761161262468,0.870164479790213,0.877334324208833,0.871411854339204,0.850973952723642,0.850569969947558,0.873768523182258,0.888921181610195,0.860735257924156,0.809833134992533,0.857196488418508,0.875986379557919,0.801922920267798,0.857499231574422,0.88105234307485,0.80307574871526,0.830625077305291,0.868426880814462,0.82833290840284,0.836719606470978,0.892421799209084,0.784938066579695,0.861424200147322,0.828476366824961,0.830859459546425,0.839151536935809,0.852742601079106,0.852396020807693,0.856540194771856,0.846165277298629,0.824169204492237,0.861961729124281,0.82812306883959,0.842926731067878,0.80990690538028,0.816041588542452,0.878465846697036,0.86470171863157,0.815644957031203,0.794025119051006,0.841096757226005,0.896711162606585,0.855976321132292,0.830724208158691,0.86815097536387,0.844251326208605,0.902809085987754,0.869702186620895,0.861373256392739,0.903679621295166,0.795279291047551,0.838553447987871,0.826465132481257,0.817149266274664,0.872058411123633,0.872628041178192,0.844363663052852,0.851740235970658,0.846051334165441,0.848737232918888,0.844440099257846,0.847821456659561,0.849707736276877,0.855241012599198,0.8319696656088,0.83417342990827,0.824759335050607,0.872873778517515,0.804549180566281,0.847090291099789,0.812730772498947,0.86202529690777,0.874642384992803,0.869785522426541,0.827598695398802,0.845953332071383,0.82193757784624,0.789127728630788,0.839702399628334,0.690565525565021,0.847269026134715,0.872447243088253,0.87089339670395,0.806178091598534,0.844888619857512,0.834246556877613,0.860347115852544,0.877310753062027,0.879315337429627
